consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,categoria,region
523,True,10,Departamento,11,Ineficiente,Sur
622,False,17,Casa,4,Eficiente,Sur
488,True,13,Departamento,6,Ineficiente,Sur
350,True,6,Departamento,4,Moderado,Norte
498,True,12,Departamento,12,Ineficiente,Centro
436,False,13,Departamento,10,Ineficiente,Centro
374,True,7,Departamento,7,Ineficiente,Centro
407,True,13,Departamento,4,Ineficiente,Centro
741,True,22,Casa,6,Ineficiente,Norte
732,True,21,Casa,9,Ineficiente,Centro
386,False,8,Departamento,9,Ineficiente,Centro
381,True,6,Departamento,7,Ineficiente,Norte
329,False,8,Departamento,6,Ineficiente,Centro
619,True,15,Casa,6,Ineficiente,Norte
537,True,15,Casa,2,Moderado,Centro
715,True,22,Casa,3,Ineficiente,Norte
359,False,6,Departamento,12,Ineficiente,Centro
585,True,16,Casa,5,Ineficiente,Centro
659,False,19,Casa,7,Moderado,Centro
793,True,23,Casa,12,Ineficiente,Centro
556,True,11,Casa,8,Ineficiente,Sur
508,False,12,Casa,2,Moderado,Centro
609,False,15,Casa,9,Moderado,Norte
369,True,6,Departamento,2,Moderado,Sur
674,True,13,Casa,10,Ineficiente,Norte
784,True,22,Casa,5,Ineficiente,Sur
594,True,11,Casa,8,Ineficiente,Sur
720,True,18,Casa,12,Ineficiente,Centro
573,True,12,Casa,7,Ineficiente,Sur
850,True,22,Casa,10,Ineficiente,Norte
231,True,4,Departamento,3,Moderado,Centro
553,False,12,Casa,12,Ineficiente,Centro
378,False,10,Departamento,8,Moderado,Centro
472,True,7,Departamento,12,Ineficiente,Sur
411,False,12,Departamento,6,Moderado,Norte
609,True,13,Casa,8,Ineficiente,Centro
706,True,23,Casa,2,Moderado,Centro
739,True,19,Casa,12,Ineficiente,Centro
541,True,9,Casa,12,Ineficiente,Centro
474,False,12,Departamento,11,Ineficiente,Centro
845,True,24,Casa,10,Ineficiente,Sur
780,True,24,Casa,2,Moderado,Norte
387,True,6,Departamento,6,Ineficiente,Sur
382,False,8,Departamento,9,Moderado,Centro
401,False,10,Casa,2,Eficiente,Centro
729,False,24,Casa,8,Moderado,Centro
545,True,13,Casa,3,Ineficiente,Centro
665,True,15,Casa,8,Ineficiente,Centro
800,True,20,Casa,8,Ineficiente,Sur
656,True,15,Casa,10,Ineficiente,Centro
637,True,13,Casa,7,Ineficiente,Sur
643,False,22,Casa,5,Moderado,Centro
694,True,17,Casa,8,Ineficiente,Norte
750,True,24,Casa,8,Ineficiente,Centro
473,False,8,Casa,5,Moderado,Sur
291,False,8,Departamento,3,Moderado,Centro
479,True,10,Departamento,12,Ineficiente,Sur
605,True,10,Casa,10,Ineficiente,Sur
759,True,22,Casa,9,Ineficiente,Centro
525,False,12,Casa,6,Moderado,Norte
252,False,4,Departamento,6,Moderado,Centro
243,True,6,Departamento,2,Ineficiente,Centro
558,False,13,Casa,12,Ineficiente,Centro
443,False,11,Departamento,10,Ineficiente,Centro
605,True,12,Casa,12,Ineficiente,Centro
628,False,16,Casa,11,Ineficiente,Centro
491,True,12,Departamento,12,Ineficiente,Centro
379,True,7,Departamento,9,Ineficiente,Centro
285,True,7,Departamento,6,Ineficiente,Centro
388,True,5,Departamento,11,Ineficiente,Centro
563,False,13,Casa,7,Moderado,Centro
499,False,13,Departamento,11,Ineficiente,Sur
752,False,24,Casa,12,Ineficiente,Centro
540,True,14,Departamento,11,Ineficiente,Centro
785,True,22,Casa,9,Ineficiente,Centro
336,True,6,Departamento,7,Ineficiente,Centro
778,True,24,Casa,11,Ineficiente,Centro
511,True,14,Departamento,5,Ineficiente,Sur
519,True,14,Casa,4,Ineficiente,Centro
386,True,9,Departamento,8,Ineficiente,Centro
543,True,15,Casa,3,Moderado,Centro
573,True,12,Casa,8,Ineficiente,Norte
519,True,15,Casa,2,Moderado,Centro
765,False,24,Casa,11,Ineficiente,Centro
420,True,11,Departamento,6,Ineficiente,Centro
725,True,22,Casa,10,Ineficiente,Centro
425,False,14,Departamento,2,Moderado,Norte
680,False,19,Casa,9,Moderado,Norte
758,False,20,Casa,10,Moderado,Sur
374,True,5,Departamento,10,Ineficiente,Centro
473,True,13,Departamento,9,Ineficiente,Centro
729,False,23,Casa,5,Eficiente,Norte
567,False,14,Casa,8,Moderado,Norte
310,True,6,Departamento,2,Ineficiente,Centro
681,True,20,Casa,8,Ineficiente,Centro
489,True,14,Departamento,7,Ineficiente,Centro
374,True,9,Departamento,6,Ineficiente,Centro
305,True,9,Departamento,2,Moderado,Centro
829,True,23,Casa,9,Ineficiente,Norte
508,False,14,Departamento,11,Ineficiente,Norte
406,True,10,Casa,2,Moderado,Centro
547,False,22,Casa,2,Eficiente,Centro
451,True,10,Casa,4,Moderado,Centro
639,True,14,Casa,9,Ineficiente,Centro
482,True,11,Departamento,9,Ineficiente,Centro
346,False,6,Departamento,8,Moderado,Sur
369,True,9,Departamento,6,Ineficiente,Centro
651,True,15,Casa,9,Ineficiente,Norte
454,False,14,Casa,3,Eficiente,Centro
785,True,22,Casa,9,Ineficiente,Sur
358,False,5,Departamento,12,Ineficiente,Centro
518,False,15,Casa,3,Eficiente,Centro
440,False,9,Departamento,11,Ineficiente,Norte
643,True,20,Casa,6,Moderado,Centro
719,True,16,Casa,12,Ineficiente,Norte
354,False,14,Departamento,5,Moderado,Centro
782,True,24,Casa,2,Moderado,Sur
373,True,5,Departamento,6,Ineficiente,Sur
414,False,14,Departamento,8,Moderado,Centro
453,True,8,Casa,2,Ineficiente,Centro
413,False,9,Casa,3,Eficiente,Sur
531,False,11,Casa,10,Moderado,Centro
441,False,12,Departamento,6,Moderado,Norte
508,True,11,Casa,8,Ineficiente,Centro
432,True,14,Departamento,3,Ineficiente,Centro
308,True,6,Departamento,8,Ineficiente,Centro
259,True,5,Departamento,8,Ineficiente,Centro
620,True,17,Casa,8,Ineficiente,Centro
273,True,4,Departamento,6,Ineficiente,Centro
555,True,13,Departamento,10,Ineficiente,Norte
660,True,21,Casa,3,Ineficiente,Centro
592,False,15,Casa,5,Moderado,Sur
263,True,6,Departamento,3,Ineficiente,Centro
753,True,23,Casa,9,Ineficiente,Centro
352,False,4,Departamento,12,Ineficiente,Sur
559,False,17,Casa,2,Eficiente,Sur
620,True,15,Casa,10,Ineficiente,Centro
420,True,9,Departamento,6,Ineficiente,Norte
554,True,10,Casa,12,Ineficiente,Centro
776,True,24,Casa,4,Moderado,Sur
817,False,22,Casa,12,Moderado,Sur
739,False,24,Casa,5,Moderado,Sur
505,True,15,Casa,2,Moderado,Centro
424,False,9,Casa,4,Eficiente,Centro
506,False,12,Departamento,12,Ineficiente,Norte
532,False,12,Casa,9,Moderado,Centro
322,True,7,Departamento,3,Ineficiente,Centro
580,True,16,Casa,3,Ineficiente,Centro
463,True,11,Departamento,10,Ineficiente,Centro
538,True,9,Casa,6,Ineficiente,Centro
310,True,7,Departamento,6,Ineficiente,Centro
641,False,24,Casa,2,Eficiente,Centro
726,False,21,Casa,7,Moderado,Norte
689,False,21,Casa,9,Moderado,Centro
725,True,21,Casa,7,Ineficiente,Centro
579,True,13,Casa,8,Ineficiente,Centro
579,True,10,Casa,5,Moderado,Sur
389,True,13,Departamento,3,Moderado,Centro
671,False,23,Casa,2,Moderado,Centro
556,True,11,Casa,7,Ineficiente,Centro
405,False,12,Departamento,10,Ineficiente,Centro
604,True,14,Departamento,11,Ineficiente,Sur
585,True,15,Casa,6,Ineficiente,Centro
442,False,9,Casa,3,Eficiente,Sur
635,True,23,Casa,2,Moderado,Centro
299,True,4,Departamento,4,Ineficiente,Sur
370,True,6,Departamento,5,Ineficiente,Norte
718,False,19,Casa,8,Moderado,Sur
340,False,7,Departamento,10,Moderado,Centro
462,False,13,Departamento,9,Ineficiente,Centro
667,False,18,Casa,10,Ineficiente,Centro
349,False,5,Departamento,8,Ineficiente,Sur
533,False,10,Casa,11,Ineficiente,Norte
706,True,19,Casa,9,Ineficiente,Centro
713,True,16,Casa,9,Ineficiente,Sur
501,True,12,Casa,2,Moderado,Centro
525,False,8,Casa,10,Moderado,Norte
236,True,5,Departamento,3,Moderado,Centro
808,True,24,Casa,12,Ineficiente,Centro
506,False,11,Casa,8,Moderado,Sur
791,True,22,Casa,11,Ineficiente,Centro
316,False,5,Departamento,11,Ineficiente,Centro
738,False,22,Casa,6,Moderado,Sur
520,True,14,Casa,5,Ineficiente,Centro
695,False,22,Casa,2,Moderado,Norte
464,False,15,Casa,2,Eficiente,Centro
356,True,8,Departamento,4,Ineficiente,Centro
382,False,12,Departamento,2,Moderado,Norte
759,False,22,Casa,9,Moderado,Sur
294,True,6,Departamento,4,Ineficiente,Centro
507,True,13,Departamento,12,Ineficiente,Centro
507,True,11,Departamento,11,Ineficiente,Centro
461,True,10,Casa,3,Ineficiente,Centro
753,True,22,Casa,7,Ineficiente,Sur
544,False,13,Casa,5,Eficiente,Sur
544,True,14,Departamento,12,Ineficiente,Centro
744,False,21,Casa,12,Ineficiente,Centro
703,True,23,Casa,5,Ineficiente,Centro
411,True,8,Casa,3,Moderado,Centro
329,True,6,Departamento,3,Moderado,Norte
675,False,15,Casa,12,Ineficiente,Norte
302,True,6,Departamento,7,Ineficiente,Centro
355,True,7,Departamento,6,Ineficiente,Centro
654,False,17,Casa,10,Moderado,Norte
322,True,7,Departamento,5,Ineficiente,Centro
623,True,12,Casa,6,Ineficiente,Norte
272,True,6,Departamento,2,Moderado,Centro
686,False,24,Casa,3,Moderado,Centro
432,True,9,Departamento,4,Moderado,Sur
259,True,4,Departamento,6,Ineficiente,Centro
444,True,13,Departamento,6,Ineficiente,Norte
378,False,11,Departamento,5,Moderado,Centro
751,True,19,Casa,11,Ineficiente,Sur
337,True,7,Departamento,4,Ineficiente,Sur
452,True,9,Departamento,10,Ineficiente,Centro
675,True,24,Casa,2,Moderado,Centro
630,False,17,Casa,7,Moderado,Sur
582,True,14,Departamento,8,Ineficiente,Norte
334,False,8,Departamento,11,Ineficiente,Centro
272,False,8,Departamento,5,Moderado,Centro
522,False,9,Casa,11,Moderado,Norte
348,True,9,Departamento,4,Ineficiente,Centro
591,False,17,Casa,9,Moderado,Centro
470,True,13,Departamento,10,Ineficiente,Centro
717,False,22,Casa,2,Moderado,Sur
367,True,4,Departamento,12,Ineficiente,Centro
522,False,12,Departamento,11,Ineficiente,Sur
671,True,15,Casa,10,Ineficiente,Norte
383,False,10,Departamento,8,Ineficiente,Centro
557,False,15,Casa,2,Eficiente,Norte
339,False,6,Departamento,8,Moderado,Sur
412,False,13,Departamento,6,Moderado,Centro
592,True,11,Casa,11,Ineficiente,Centro
519,True,10,Departamento,8,Ineficiente,Sur
430,False,9,Departamento,10,Ineficiente,Centro
585,False,12,Casa,9,Moderado,Sur
609,True,14,Casa,7,Ineficiente,Centro
408,True,13,Departamento,3,Moderado,Sur
471,True,10,Departamento,9,Ineficiente,Centro
442,True,12,Departamento,5,Ineficiente,Norte
498,True,14,Departamento,9,Ineficiente,Centro
590,True,11,Casa,8,Ineficiente,Norte
381,True,10,Departamento,5,Ineficiente,Centro
735,True,21,Casa,9,Ineficiente,Centro
716,True,16,Casa,12,Ineficiente,Centro
563,True,8,Casa,12,Ineficiente,Norte
833,True,24,Casa,12,Ineficiente,Norte
641,False,20,Casa,3,Moderado,Centro
690,True,14,Casa,10,Ineficiente,Sur
430,False,11,Departamento,7,Ineficiente,Centro
641,False,18,Casa,8,Ineficiente,Centro
523,True,10,Casa,11,Ineficiente,Centro
627,True,19,Casa,2,Moderado,Centro
448,True,10,Casa,4,Moderado,Centro
773,True,22,Casa,11,Ineficiente,Centro
621,True,17,Casa,6,Ineficiente,Centro
368,True,6,Departamento,8,Ineficiente,Sur
386,True,11,Departamento,2,Moderado,Norte
572,True,14,Departamento,10,Ineficiente,Centro
479,False,9,Casa,6,Eficiente,Norte
558,True,15,Casa,4,Ineficiente,Centro
313,False,4,Departamento,8,Ineficiente,Centro
565,True,11,Casa,11,Ineficiente,Centro
588,True,11,Casa,9,Ineficiente,Norte
617,True,12,Casa,11,Ineficiente,Centro
649,False,16,Casa,11,Ineficiente,Norte
674,True,20,Casa,4,Ineficiente,Norte
776,True,24,Casa,8,Ineficiente,Sur
416,False,8,Casa,8,Moderado,Centro
692,False,22,Casa,5,Moderado,Sur
430,True,5,Departamento,11,Ineficiente,Sur
384,False,10,Departamento,10,Ineficiente,Centro
433,False,12,Departamento,2,Moderado,Norte
304,True,9,Departamento,2,Moderado,Centro
564,True,14,Departamento,6,Ineficiente,Sur
505,False,14,Casa,4,Moderado,Centro
532,False,10,Casa,11,Ineficiente,Centro
815,True,24,Casa,10,Ineficiente,Centro
302,False,7,Departamento,6,Eficiente,Sur
312,True,4,Departamento,8,Ineficiente,Centro
574,True,14,Casa,2,Ineficiente,Sur
354,True,9,Departamento,3,Ineficiente,Norte
796,True,22,Casa,12,Ineficiente,Centro
364,False,9,Departamento,5,Ineficiente,Centro
550,True,14,Casa,10,Ineficiente,Centro
631,True,16,Casa,6,Moderado,Norte
541,True,12,Casa,6,Ineficiente,Norte
696,True,15,Casa,10,Ineficiente,Sur
717,False,21,Casa,9,Moderado,Norte
478,False,11,Casa,3,Moderado,Sur
456,True,11,Departamento,8,Ineficiente,Centro
666,False,19,Casa,2,Eficiente,Sur
605,True,9,Casa,11,Ineficiente,Centro
465,False,10,Departamento,12,Ineficiente,Sur
402,False,8,Departamento,12,Ineficiente,Sur
670,True,14,Casa,10,Ineficiente,Norte
616,False,16,Casa,4,Eficiente,Norte
733,True,24,Casa,3,Moderado,Centro
705,True,20,Casa,5,Ineficiente,Centro
385,True,7,Departamento,5,Ineficiente,Sur
646,False,23,Casa,4,Moderado,Centro
517,True,13,Casa,3,Ineficiente,Centro
365,False,9,Departamento,6,Moderado,Norte
660,False,18,Casa,5,Moderado,Sur
581,True,10,Casa,6,Ineficiente,Sur
667,True,16,Casa,9,Ineficiente,Centro
427,True,7,Departamento,12,Ineficiente,Centro
687,True,20,Casa,3,Moderado,Norte
428,True,8,Departamento,10,Ineficiente,Centro
642,False,20,Casa,11,Ineficiente,Centro
701,False,24,Casa,2,Eficiente,Norte
398,True,8,Departamento,9,Ineficiente,Centro
330,True,6,Departamento,6,Ineficiente,Centro
430,True,14,Departamento,3,Ineficiente,Centro
335,True,4,Departamento,9,Ineficiente,Centro
377,False,10,Departamento,6,Moderado,Norte
558,False,11,Casa,11,Ineficiente,Centro
784,True,22,Casa,11,Ineficiente,Centro
322,True,7,Departamento,4,Ineficiente,Centro
642,False,18,Casa,8,Moderado,Norte
423,True,11,Departamento,5,Ineficiente,Centro
534,True,10,Departamento,12,Ineficiente,Sur
532,True,9,Casa,12,Ineficiente,Centro
681,True,17,Casa,11,Ineficiente,Centro
392,True,6,Departamento,7,Ineficiente,Norte
804,True,23,Casa,11,Ineficiente,Centro
539,True,13,Departamento,9,Ineficiente,Norte
577,True,17,Casa,2,Moderado,Centro
278,True,4,Departamento,3,Moderado,Centro
725,True,19,Casa,9,Ineficiente,Centro
331,True,4,Departamento,8,Ineficiente,Centro
695,False,21,Casa,11,Ineficiente,Centro
482,True,8,Casa,10,Ineficiente,Centro
739,True,24,Casa,3,Ineficiente,Norte
512,False,12,Departamento,9,Moderado,Norte
494,True,11,Departamento,7,Ineficiente,Sur
515,False,11,Casa,2,Moderado,Norte
697,True,22,Casa,5,Moderado,Centro
712,True,21,Casa,3,Ineficiente,Sur
473,True,13,Departamento,8,Ineficiente,Centro
406,True,8,Departamento,10,Ineficiente,Centro
561,True,14,Casa,7,Ineficiente,Centro
660,True,18,Casa,5,Ineficiente,Sur
506,False,9,Casa,6,Moderado,Sur
577,True,9,Casa,12,Ineficiente,Centro
604,True,13,Casa,2,Moderado,Norte
302,True,6,Departamento,5,Ineficiente,Centro
503,False,10,Casa,11,Ineficiente,Centro
326,False,11,Departamento,4,Moderado,Centro
640,False,14,Casa,10,Ineficiente,Norte
587,True,11,Casa,7,Ineficiente,Norte
309,True,7,Departamento,5,Ineficiente,Centro
332,True,9,Departamento,4,Ineficiente,Centro
273,False,5,Departamento,5,Moderado,Centro
677,False,20,Casa,9,Ineficiente,Centro
764,False,23,Casa,6,Moderado,Sur
500,True,13,Departamento,12,Ineficiente,Centro
384,True,9,Casa,2,Moderado,Centro
479,True,8,Casa,6,Ineficiente,Norte
640,True,15,Casa,9,Ineficiente,Centro
825,True,18,Casa,12,Ineficiente,Sur
356,True,9,Departamento,5,Ineficiente,Centro
706,False,23,Casa,3,Moderado,Centro
745,True,24,Casa,4,Ineficiente,Centro
741,False,24,Casa,12,Ineficiente,Centro
772,True,19,Casa,10,Ineficiente,Sur
668,True,17,Casa,8,Ineficiente,Centro
506,True,13,Casa,4,Moderado,Norte
643,True,15,Casa,6,Ineficiente,Norte
348,True,7,Departamento,4,Ineficiente,Centro
608,True,9,Casa,11,Ineficiente,Sur
609,True,17,Casa,5,Ineficiente,Centro
335,False,4,Departamento,9,Ineficiente,Sur
322,False,10,Departamento,4,Eficiente,Centro
470,False,14,Casa,4,Moderado,Centro
609,True,11,Casa,12,Ineficiente,Norte
670,True,14,Casa,12,Ineficiente,Norte
327,True,4,Departamento,9,Ineficiente,Centro
348,False,5,Departamento,11,Ineficiente,Norte
507,True,14,Departamento,11,Ineficiente,Centro
503,True,8,Casa,8,Ineficiente,Centro
394,True,8,Departamento,8,Ineficiente,Centro
619,True,12,Casa,11,Ineficiente,Norte
446,False,11,Casa,3,Moderado,Centro
563,True,13,Casa,8,Ineficiente,Centro
422,True,8,Departamento,11,Ineficiente,Centro
680,False,14,Casa,12,Ineficiente,Sur
445,True,8,Departamento,11,Ineficiente,Norte
611,True,16,Casa,4,Moderado,Sur
697,True,20,Casa,8,Ineficiente,Centro
603,False,21,Casa,5,Moderado,Centro
715,False,23,Casa,9,Moderado,Centro
461,True,12,Departamento,9,Ineficiente,Centro
658,False,22,Casa,7,Moderado,Norte
440,True,13,Departamento,4,Ineficiente,Centro
458,True,13,Departamento,7,Ineficiente,Centro
348,True,5,Departamento,7,Ineficiente,Centro
541,False,16,Casa,4,Moderado,Centro
701,True,13,Casa,12,Ineficiente,Sur
487,False,11,Casa,5,Moderado,Centro
298,False,7,Departamento,3,Eficiente,Norte
357,False,13,Departamento,2,Moderado,Centro
421,True,10,Casa,3,Eficiente,Centro
361,True,5,Departamento,8,Ineficiente,Centro
715,True,19,Casa,11,Ineficiente,Centro
323,True,4,Departamento,6,Ineficiente,Sur
734,False,22,Casa,10,Ineficiente,Centro
228,True,5,Departamento,4,Moderado,Centro
537,False,14,Casa,3,Eficiente,Sur
422,False,10,Departamento,5,Moderado,Sur
296,True,7,Departamento,3,Ineficiente,Centro
475,True,8,Departamento,12,Ineficiente,Sur
550,True,10,Casa,8,Ineficiente,Norte
764,True,21,Casa,11,Ineficiente,Sur
526,True,10,Casa,7,Ineficiente,Centro
641,True,14,Casa,9,Ineficiente,Norte
562,True,14,Casa,6,Ineficiente,Centro
291,False,9,Departamento,3,Moderado,Centro
485,True,10,Casa,5,Ineficiente,Centro
681,True,22,Casa,2,Moderado,Centro
697,True,21,Casa,3,Moderado,Norte
423,False,11,Casa,5,Eficiente,Centro
270,False,4,Departamento,7,Ineficiente,Centro
677,True,20,Casa,5,Ineficiente,Centro
363,False,11,Departamento,5,Moderado,Centro
766,False,22,Casa,12,Ineficiente,Centro
400,False,6,Departamento,11,Ineficiente,Sur
430,True,7,Departamento,11,Ineficiente,Centro
469,False,11,Casa,3,Moderado,Centro
441,True,9,Departamento,10,Ineficiente,Centro
659,False,17,Casa,11,Ineficiente,Norte
505,True,12,Departamento,9,Ineficiente,Norte
734,False,22,Casa,9,Ineficiente,Centro
302,False,6,Departamento,6,Eficiente,Sur
363,True,10,Departamento,4,Moderado,Centro
431,False,12,Departamento,7,Moderado,Norte
535,True,14,Departamento,10,Ineficiente,Norte
722,True,16,Casa,9,Ineficiente,Sur
674,True,18,Casa,8,Ineficiente,Centro
488,False,9,Casa,12,Ineficiente,Centro
728,True,20,Casa,9,Ineficiente,Centro
309,True,6,Departamento,5,Ineficiente,Centro
549,False,16,Casa,7,Moderado,Centro
370,False,12,Departamento,6,Moderado,Centro
278,False,4,Departamento,3,Moderado,Sur
366,True,5,Departamento,9,Ineficiente,Centro
514,True,13,Casa,4,Ineficiente,Centro
414,True,8,Departamento,6,Ineficiente,Norte
418,True,7,Departamento,9,Ineficiente,Centro
537,True,10,Casa,12,Ineficiente,Centro
489,True,12,Departamento,10,Ineficiente,Centro
370,False,5,Departamento,10,Ineficiente,Norte
458,True,8,Casa,6,Moderado,Centro
509,True,11,Casa,3,Ineficiente,Centro
647,True,14,Casa,8,Ineficiente,Centro
835,True,21,Casa,12,Ineficiente,Sur
743,True,20,Casa,12,Ineficiente,Centro
671,True,17,Casa,8,Ineficiente,Centro
473,False,8,Casa,9,Ineficiente,Centro
488,True,11,Casa,9,Ineficiente,Centro
438,True,9,Departamento,6,Ineficiente,Sur
628,False,23,Casa,2,Eficiente,Centro
415,False,9,Departamento,12,Ineficiente,Centro
561,False,17,Casa,5,Moderado,Centro
671,False,23,Casa,5,Moderado,Centro
646,False,18,Casa,12,Moderado,Centro
545,True,13,Casa,4,Ineficiente,Centro
553,False,8,Casa,9,Moderado,Sur
483,True,14,Departamento,4,Ineficiente,Sur
516,True,13,Casa,6,Ineficiente,Centro
397,True,12,Departamento,3,Moderado,Centro
396,True,6,Departamento,7,Ineficiente,Sur
542,True,8,Casa,7,Ineficiente,Norte
592,True,15,Casa,9,Ineficiente,Centro
401,True,9,Departamento,9,Ineficiente,Centro
554,False,18,Casa,2,Moderado,Sur
744,False,21,Casa,6,Moderado,Sur
313,True,7,Departamento,3,Ineficiente,Centro
756,False,22,Casa,11,Ineficiente,Norte
399,True,12,Departamento,6,Ineficiente,Centro
435,False,13,Departamento,11,Ineficiente,Centro
681,True,17,Casa,10,Ineficiente,Centro
475,True,11,Casa,5,Moderado,Centro
701,True,17,Casa,9,Ineficiente,Norte
758,True,21,Casa,2,Ineficiente,Sur
704,True,20,Casa,9,Ineficiente,Centro
384,True,10,Departamento,7,Ineficiente,Centro
816,True,23,Casa,9,Ineficiente,Norte
460,True,9,Casa,7,Ineficiente,Centro
623,True,14,Departamento,12,Ineficiente,Norte
495,False,14,Departamento,4,Moderado,Sur
506,True,9,Departamento,12,Ineficiente,Sur
618,True,16,Casa,9,Ineficiente,Centro
287,False,7,Departamento,6,Moderado,Centro
726,False,19,Casa,11,Ineficiente,Sur
614,True,16,Casa,6,Ineficiente,Centro
739,False,21,Casa,8,Moderado,Norte
437,True,13,Departamento,7,Ineficiente,Centro
684,True,13,Casa,10,Ineficiente,Sur
594,True,11,Casa,8,Ineficiente,Norte
712,True,24,Casa,4,Ineficiente,Centro
601,True,10,Casa,12,Ineficiente,Sur
412,False,7,Departamento,12,Ineficiente,Norte
392,True,9,Departamento,6,Ineficiente,Norte
407,False,9,Departamento,10,Ineficiente,Centro
708,True,16,Casa,12,Ineficiente,Sur
534,True,8,Casa,11,Ineficiente,Centro
770,True,24,Casa,3,Moderado,Sur
623,False,23,Casa,2,Moderado,Centro
588,True,9,Casa,12,Ineficiente,Norte
474,False,10,Departamento,9,Ineficiente,Sur
710,False,24,Casa,9,Moderado,Centro
450,True,10,Casa,3,Moderado,Centro
451,False,9,Casa,9,Moderado,Centro
541,False,15,Casa,6,Moderado,Centro
465,True,9,Casa,3,Moderado,Norte
380,True,8,Departamento,8,Ineficiente,Norte
376,True,9,Departamento,8,Ineficiente,Centro
401,True,6,Departamento,4,Moderado,Sur
617,True,19,Casa,2,Moderado,Centro
742,True,16,Casa,12,Ineficiente,Sur
504,False,14,Casa,5,Moderado,Centro
621,True,19,Casa,3,Moderado,Centro
423,False,13,Departamento,5,Moderado,Norte
820,True,23,Casa,9,Ineficiente,Norte
499,True,12,Casa,3,Ineficiente,Centro
536,False,19,Casa,2,Eficiente,Centro
743,True,16,Casa,12,Ineficiente,Sur
407,True,12,Departamento,4,Moderado,Sur
711,True,18,Casa,11,Ineficiente,Centro
707,True,19,Casa,8,Moderado,Sur
506,True,10,Casa,7,Ineficiente,Centro
771,True,24,Casa,7,Ineficiente,Norte
328,False,4,Departamento,8,Moderado,Sur
375,True,6,Departamento,9,Ineficiente,Centro
450,True,10,Departamento,4,Ineficiente,Norte
280,True,7,Departamento,4,Moderado,Centro
761,True,20,Casa,11,Ineficiente,Centro
400,True,8,Departamento,9,Ineficiente,Centro
473,True,8,Casa,8,Ineficiente,Centro
617,True,9,Casa,11,Ineficiente,Sur
458,False,14,Departamento,6,Moderado,Norte
520,True,11,Casa,5,Ineficiente,Centro
393,False,13,Departamento,7,Moderado,Centro
781,True,24,Casa,10,Ineficiente,Centro
324,True,4,Departamento,7,Ineficiente,Centro
353,False,6,Departamento,9,Ineficiente,Centro
399,False,12,Departamento,2,Eficiente,Sur
453,True,13,Departamento,7,Ineficiente,Sur
371,False,10,Departamento,3,Moderado,Sur
452,False,8,Casa,4,Moderado,Sur
440,False,9,Casa,7,Moderado,Centro
511,True,9,Casa,3,Moderado,Sur
364,False,12,Departamento,5,Moderado,Centro
502,False,11,Casa,7,Moderado,Centro
304,False,9,Departamento,6,Moderado,Centro
494,False,10,Casa,7,Moderado,Centro
628,False,17,Casa,7,Moderado,Centro
524,True,13,Departamento,9,Ineficiente,Sur
486,True,8,Casa,10,Ineficiente,Centro
601,True,13,Casa,6,Ineficiente,Norte
623,True,18,Casa,7,Ineficiente,Centro
472,True,12,Departamento,7,Ineficiente,Norte
404,True,6,Departamento,7,Ineficiente,Norte
497,True,11,Casa,3,Moderado,Centro
669,False,20,Casa,5,Moderado,Centro
588,False,20,Casa,2,Eficiente,Centro
333,True,10,Departamento,2,Ineficiente,Centro
287,False,9,Departamento,2,Eficiente,Centro
571,True,13,Casa,8,Ineficiente,Centro
364,False,8,Casa,2,Eficiente,Centro
553,False,15,Casa,7,Moderado,Centro
355,True,11,Departamento,3,Ineficiente,Centro
438,True,9,Departamento,7,Ineficiente,Norte
585,True,14,Casa,7,Ineficiente,Norte
740,False,23,Casa,12,Ineficiente,Centro
497,False,14,Casa,4,Moderado,Centro
362,True,7,Departamento,9,Ineficiente,Norte
606,True,11,Casa,12,Ineficiente,Centro
303,True,5,Departamento,5,Moderado,Sur
443,True,7,Departamento,8,Ineficiente,Sur
425,False,11,Casa,5,Moderado,Centro
402,True,8,Casa,2,Moderado,Centro
440,False,8,Casa,7,Moderado,Centro
376,False,5,Departamento,6,Moderado,Sur
462,False,10,Departamento,10,Moderado,Sur
305,True,5,Departamento,10,Ineficiente,Centro
886,True,23,Casa,12,Ineficiente,Sur
783,True,22,Casa,9,Ineficiente,Norte
323,False,7,Departamento,8,Moderado,Centro
338,True,8,Departamento,3,Ineficiente,Centro
585,True,16,Casa,9,Ineficiente,Centro
388,False,10,Departamento,4,Eficiente,Sur
456,True,11,Departamento,7,Ineficiente,Norte
731,True,18,Casa,11,Ineficiente,Centro
427,True,6,Departamento,8,Ineficiente,Sur
500,True,14,Departamento,7,Ineficiente,Sur
540,True,14,Departamento,6,Ineficiente,Norte
568,True,14,Casa,5,Ineficiente,Centro
611,False,23,Casa,3,Eficiente,Centro
387,False,7,Departamento,10,Ineficiente,Norte
858,True,24,Casa,8,Ineficiente,Sur
721,False,22,Casa,8,Moderado,Sur
811,True,24,Casa,5,Ineficiente,Norte
643,True,18,Casa,6,Moderado,Norte
294,False,5,Departamento,7,Moderado,Norte
352,False,4,Departamento,12,Ineficiente,Sur
751,True,22,Casa,3,Moderado,Norte
598,True,17,Casa,5,Ineficiente,Centro
608,False,21,Casa,5,Eficiente,Centro
324,True,6,Departamento,5,Ineficiente,Centro
396,False,8,Departamento,8,Ineficiente,Norte
