region,tipo_inmueble,cantidad_equipos,horas_alto_consumo,uso_horario_pico,consumo_kwh,categoria
Centro,Departamento,14,4,True,188,Ineficiente
Norte,Casa,23,3,True,323,Moderado
Centro,Casa,22,4,False,294,Eficiente
Norte,Casa,21,6,True,332,Ineficiente
Sur,Casa,19,3,False,249,Eficiente
Centro,Departamento,12,5,False,200,Ineficiente
Centro,Casa,17,3,True,274,Ineficiente
Centro,Departamento,9,4,True,174,Ineficiente
Sur,Casa,13,3,True,279,Moderado
Centro,Casa,21,3,True,298,Moderado
Centro,Casa,24,5,True,325,Ineficiente
Centro,Casa,23,4,True,286,Moderado
Centro,Casa,22,6,True,319,Ineficiente
Centro,Departamento,14,3,False,176,Moderado
Centro,Casa,8,2,False,174,Eficiente
Centro,Departamento,10,6,False,147,Eficiente
Centro,Casa,17,3,True,280,Ineficiente
Sur,Departamento,13,6,True,234,Ineficiente
Norte,Casa,17,2,True,273,Moderado
Centro,Casa,17,6,True,263,Ineficiente
Centro,Departamento,13,6,True,186,Moderado
Centro,Casa,23,2,False,285,Moderado
Centro,Casa,16,2,True,236,Moderado
Centro,Casa,22,2,True,291,Moderado
Centro,Casa,21,5,False,244,Moderado
Centro,Departamento,8,2,False,89,Eficiente
Norte,Casa,11,6,True,286,Ineficiente
Centro,Casa,14,2,True,264,Moderado
Centro,Casa,15,3,False,207,Eficiente
Centro,Casa,15,2,True,249,Moderado
Norte,Casa,22,2,True,300,Moderado
Centro,Casa,23,4,False,294,Moderado
Centro,Casa,16,6,False,220,Moderado
Centro,Casa,19,6,True,264,Moderado
Centro,Casa,23,3,True,301,Moderado
Centro,Casa,11,5,True,234,Ineficiente
Centro,Casa,12,4,True,215,Moderado
Norte,Casa,15,3,True,238,Moderado
Centro,Casa,8,3,False,196,Moderado
Centro,Casa,13,6,True,236,Moderado
Sur,Casa,22,4,True,329,Ineficiente
Centro,Casa,11,6,True,256,Ineficiente
Centro,Casa,18,5,True,320,Ineficiente
Sur,Casa,12,6,True,285,Moderado
Norte,Casa,22,2,True,326,Ineficiente
Centro,Casa,20,6,False,247,Moderado
Centro,Casa,12,2,True,233,Moderado
Centro,Casa,8,3,True,213,Moderado
Sur,Departamento,7,5,True,179,Moderado
Norte,Casa,12,2,True,228,Moderado
Centro,Casa,13,5,True,265,Ineficiente
Centro,Casa,23,6,False,285,Eficiente
Centro,Casa,19,6,False,291,Moderado
Centro,Casa,9,3,True,203,Moderado
Centro,Departamento,12,6,False,173,Eficiente
Centro,Casa,24,2,True,322,Moderado
Centro,Casa,24,3,True,349,Ineficiente
Centro,Casa,23,5,False,299,Eficiente
Centro,Casa,15,3,True,248,Ineficiente
Centro,Casa,10,5,True,245,Ineficiente
Centro,Casa,24,4,True,339,Moderado
Centro,Casa,13,2,True,236,Ineficiente
Centro,Casa,15,2,True,247,Moderado
Centro,Casa,20,5,True,304,Ineficiente
Centro,Casa,15,6,True,231,Ineficiente
Sur,Casa,13,6,False,240,Eficiente
Centro,Casa,22,4,True,303,Moderado
Norte,Casa,17,5,True,273,Moderado
Centro,Casa,24,4,True,313,Moderado
Sur,Casa,8,5,False,225,Eficiente
Centro,Casa,14,4,True,223,Moderado
Centro,Departamento,10,5,False,166,Moderado
Centro,Casa,10,2,True,166,Moderado
Centro,Casa,22,4,False,267,Moderado
Norte,Casa,12,4,True,218,Moderado
Centro,Casa,18,5,True,269,Ineficiente
Centro,Casa,10,3,True,229,Ineficiente
Centro,Casa,13,3,True,216,Moderado
Centro,Departamento,11,2,True,131,Moderado
Centro,Casa,12,6,True,234,Ineficiente
Centro,Casa,16,6,True,250,Ineficiente
Centro,Casa,20,2,True,275,Moderado
Centro,Departamento,7,6,False,134,Moderado
Centro,Casa,18,5,False,254,Moderado
Centro,Departamento,5,3,True,158,Ineficiente
Centro,Casa,13,2,True,218,Moderado
Centro,Departamento,13,5,True,202,Ineficiente
Centro,Casa,24,2,False,271,Eficiente
Centro,Departamento,14,3,False,193,Moderado
Centro,Casa,22,6,False,287,Moderado
Centro,Departamento,6,5,True,162,Ineficiente
Centro,Casa,24,3,False,298,Eficiente
Sur,Casa,14,2,False,209,Eficiente
Centro,Casa,14,4,True,258,Ineficiente
Centro,Casa,8,5,False,188,Moderado
Centro,Casa,15,2,True,226,Moderado
Norte,Casa,12,2,True,264,Moderado
Centro,Casa,15,3,False,239,Eficiente
Centro,Casa,24,2,True,299,Ineficiente
Centro,Departamento,11,5,False,120,Moderado
Centro,Casa,22,5,True,302,Ineficiente
Norte,Departamento,14,2,False,168,Eficiente
Centro,Casa,19,3,False,204,Eficiente
Sur,Casa,20,5,False,316,Eficiente
Centro,Casa,21,4,False,297,Moderado
Centro,Casa,12,6,True,237,Moderado
Norte,Casa,23,3,True,326,Ineficiente
Norte,Casa,14,3,False,259,Moderado
Centro,Casa,22,6,True,312,Ineficiente
Centro,Casa,20,6,False,257,Moderado
Centro,Departamento,14,5,True,163,Moderado
Centro,Departamento,9,2,False,149,Moderado
Centro,Casa,14,2,True,241,Ineficiente
Centro,Casa,23,4,False,299,Moderado
Centro,Casa,20,2,False,201,Eficiente
Centro,Casa,10,4,True,256,Ineficiente
Centro,Casa,22,4,True,283,Ineficiente
Centro,Casa,10,3,False,206,Eficiente
Centro,Casa,14,3,False,175,Eficiente
Centro,Departamento,11,5,True,171,Ineficiente
Centro,Casa,21,6,False,266,Moderado
Centro,Casa,13,6,True,225,Moderado
Norte,Casa,15,4,True,253,Ineficiente
Centro,Casa,14,6,False,260,Moderado
Sur,Casa,22,4,True,332,Moderado
Centro,Departamento,5,6,True,192,Ineficiente
Centro,Casa,15,5,False,251,Eficiente
Norte,Departamento,9,3,True,142,Moderado
Centro,Casa,20,3,True,273,Moderado
Norte,Casa,16,4,True,269,Ineficiente
Centro,Casa,16,6,True,248,Ineficiente
Sur,Casa,24,2,True,367,Moderado
Sur,Departamento,5,5,False,177,Moderado
Centro,Departamento,14,6,True,256,Ineficiente
Centro,Casa,8,2,False,156,Eficiente
Sur,Casa,9,5,False,236,Eficiente
Centro,Casa,11,5,False,194,Moderado
Norte,Departamento,12,3,True,196,Moderado
Centro,Casa,11,4,True,238,Moderado
Centro,Casa,9,6,True,262,Ineficiente
Centro,Casa,15,5,False,249,Moderado
Centro,Casa,21,6,True,319,Ineficiente
Centro,Casa,17,5,True,267,Moderado
Centro,Casa,24,3,True,324,Moderado
Centro,Departamento,13,4,False,194,Moderado
Centro,Casa,21,2,True,264,Moderado
Centro,Casa,15,2,False,215,Eficiente
Centro,Departamento,6,3,True,135,Moderado
Centro,Casa,23,5,True,298,Ineficiente
Sur,Departamento,4,3,True,187,Moderado
Sur,Casa,17,4,True,299,Moderado
Centro,Casa,15,2,False,224,Moderado
Norte,Departamento,9,6,True,207,Ineficiente
Centro,Casa,10,2,True,199,Moderado
Centro,Casa,24,4,False,258,Eficiente
Sur,Casa,22,5,False,311,Moderado
Centro,Casa,24,3,False,293,Moderado
Centro,Casa,15,2,True,246,Eficiente
Centro,Casa,9,2,True,158,Eficiente
Norte,Departamento,12,6,True,235,Ineficiente
Centro,Casa,12,3,False,187,Eficiente
Centro,Casa,16,6,True,278,Ineficiente
Centro,Casa,16,6,False,258,Moderado
Centro,Casa,9,5,False,197,Eficiente
Centro,Casa,9,2,False,210,Moderado
Centro,Departamento,7,3,False,143,Eficiente
Centro,Casa,24,5,True,308,Moderado
Norte,Casa,21,5,True,309,Ineficiente
Centro,Casa,21,5,True,295,Ineficiente
Centro,Casa,21,4,True,284,Ineficiente
Centro,Casa,13,4,True,243,Moderado
Sur,Casa,10,5,True,237,Moderado
Centro,Departamento,13,4,True,223,Ineficiente
Centro,Casa,23,3,True,301,Moderado
Centro,Casa,11,2,True,239,Ineficiente
Centro,Casa,8,3,True,172,Moderado
Centro,Casa,24,2,True,279,Moderado
Centro,Casa,15,4,True,271,Ineficiente
Centro,Casa,9,3,True,190,Moderado
Centro,Casa,23,6,False,271,Moderado
Centro,Casa,17,5,True,292,Ineficiente
Norte,Casa,15,2,False,218,Eficiente
Centro,Casa,19,2,True,267,Moderado
Centro,Departamento,7,6,True,153,Ineficiente
Centro,Departamento,13,6,True,221,Ineficiente
Centro,Casa,18,5,True,280,Ineficiente
Sur,Departamento,5,4,True,198,Ineficiente
Norte,Casa,10,3,False,181,Eficiente
Centro,Casa,19,3,False,252,Moderado
Centro,Casa,16,3,False,228,Moderado
Centro,Casa,12,4,False,189,Eficiente
Centro,Casa,8,5,True,185,Moderado
Centro,Departamento,5,3,True,133,Moderado
Centro,Casa,24,2,False,272,Eficiente
Sur,Casa,11,2,False,250,Eficiente
Centro,Casa,22,2,True,305,Moderado
Centro,Departamento,5,6,False,111,Moderado
Sur,Casa,22,6,True,343,Ineficiente
Centro,Casa,14,4,True,253,Ineficiente
Norte,Casa,22,3,False,302,Eficiente
Centro,Casa,15,6,False,258,Moderado
Centro,Departamento,8,2,False,124,Eficiente
Centro,Departamento,12,6,True,202,Ineficiente
Sur,Casa,22,2,True,293,Moderado
Centro,Departamento,6,3,True,119,Moderado
Centro,Casa,10,4,False,208,Eficiente
Centro,Departamento,11,5,True,165,Ineficiente
Centro,Casa,10,5,True,186,Moderado
Sur,Casa,22,2,True,344,Moderado
Centro,Casa,13,6,True,238,Moderado
Centro,Casa,8,6,True,195,Ineficiente
Centro,Casa,21,2,False,227,Eficiente
Centro,Casa,23,3,True,271,Moderado
Centro,Casa,8,2,False,157,Eficiente
Norte,Casa,24,3,True,325,Ineficiente
Norte,Casa,15,4,False,269,Moderado
Centro,Casa,23,4,False,278,Moderado
Centro,Departamento,7,2,True,137,Moderado
Norte,Casa,17,4,True,278,Moderado
Centro,Casa,17,6,True,228,Moderado
Norte,Casa,12,3,True,234,Ineficiente
Centro,Departamento,6,5,False,139,Moderado
Centro,Casa,24,5,True,319,Ineficiente
Sur,Casa,21,4,True,347,Ineficiente
Centro,Departamento,4,3,False,124,Eficiente
Norte,Departamento,13,6,True,193,Moderado
Centro,Casa,19,5,True,269,Moderado
Centro,Casa,19,6,True,308,Ineficiente
Sur,Casa,9,6,False,235,Eficiente
Centro,Departamento,9,5,True,170,Ineficiente
Centro,Casa,24,5,True,338,Ineficiente
Sur,Casa,17,4,False,263,Eficiente
Centro,Departamento,14,3,True,183,Moderado
Centro,Casa,11,2,False,171,Eficiente
Centro,Casa,11,3,False,165,Eficiente
Norte,Casa,9,2,False,188,Eficiente
Centro,Casa,19,5,False,261,Moderado
Centro,Casa,17,6,False,228,Eficiente
Centro,Casa,20,3,False,252,Eficiente
Sur,Casa,22,6,False,312,Moderado
Centro,Casa,10,3,True,208,Eficiente
Centro,Departamento,12,3,True,212,Ineficiente
Norte,Casa,15,6,True,281,Ineficiente
Centro,Departamento,10,4,True,177,Ineficiente
Norte,Casa,15,5,True,315,Ineficiente
Sur,Departamento,6,4,True,176,Moderado
Centro,Casa,13,4,False,223,Moderado
Centro,Casa,11,3,False,181,Moderado
Centro,Casa,22,5,False,294,Moderado
Centro,Departamento,9,3,False,119,Eficiente
Sur,Casa,12,2,False,227,Eficiente
Centro,Casa,14,3,False,201,Eficiente
Sur,Casa,16,6,True,286,Moderado
Centro,Departamento,10,3,True,127,Moderado
Norte,Casa,16,2,True,275,Moderado
Centro,Casa,17,3,True,246,Moderado
Norte,Casa,11,2,False,201,Moderado
Centro,Departamento,10,5,True,177,Ineficiente
Centro,Casa,21,3,True,257,Moderado
Centro,Casa,16,2,True,239,Moderado
Norte,Casa,8,5,True,190,Moderado
Centro,Casa,24,6,True,313,Ineficiente
Centro,Casa,20,4,False,289,Moderado
Sur,Casa,14,2,True,262,Moderado
Centro,Casa,16,6,True,244,Moderado
Centro,Casa,18,5,False,241,Eficiente
Centro,Casa,10,6,False,231,Moderado
Centro,Casa,19,3,True,264,Ineficiente
Centro,Casa,10,4,True,184,Moderado
Centro,Casa,22,2,True,252,Moderado
Centro,Casa,17,5,False,235,Eficiente
Sur,Casa,8,4,True,257,Ineficiente
Norte,Casa,21,5,True,325,Moderado
Centro,Casa,13,6,True,267,Ineficiente
Norte,Casa,9,5,False,220,Eficiente
Centro,Casa,15,5,True,255,Moderado
Centro,Departamento,4,6,True,90,Eficiente
Centro,Casa,11,6,True,259,Ineficiente
Norte,Casa,11,4,True,212,Eficiente
Centro,Casa,12,2,True,265,Ineficiente
Norte,Casa,16,6,True,271,Ineficiente
Norte,Casa,20,4,True,290,Moderado
Centro,Casa,24,5,False,282,Eficiente
Centro,Casa,8,5,True,206,Moderado
Sur,Casa,22,3,False,281,Eficiente
Centro,Casa,9,6,True,200,Moderado
Centro,Casa,23,4,True,324,Ineficiente
Norte,Departamento,12,4,True,235,Ineficiente
Centro,Casa,12,2,False,171,Eficiente
Centro,Departamento,14,4,True,209,Ineficiente
Centro,Casa,14,6,True,242,Moderado
Centro,Casa,10,4,False,200,Moderado
Centro,Casa,24,3,False,265,Eficiente
Centro,Casa,10,5,True,234,Ineficiente
Centro,Departamento,4,5,True,135,Ineficiente
Sur,Casa,14,4,True,273,Moderado
Centro,Departamento,9,4,False,142,Eficiente
Centro,Casa,22,4,True,327,Ineficiente
Centro,Departamento,9,4,True,166,Ineficiente
Centro,Casa,14,3,True,243,Moderado
Centro,Casa,16,6,True,268,Moderado
Norte,Casa,12,3,True,245,Moderado
Sur,Casa,15,3,True,309,Ineficiente
Norte,Casa,21,3,True,323,Moderado
Centro,Casa,11,5,True,199,Moderado
Centro,Departamento,11,3,True,187,Moderado
Centro,Casa,19,4,False,285,Eficiente
Centro,Casa,9,3,True,198,Moderado
Sur,Casa,20,4,True,342,Moderado
Sur,Casa,8,6,True,195,Moderado
Norte,Casa,14,5,False,223,Eficiente
Norte,Casa,16,6,False,309,Moderado
Centro,Casa,24,6,False,313,Moderado
Centro,Casa,20,5,True,294,Ineficiente
Centro,Casa,17,4,True,300,Ineficiente
Centro,Casa,23,4,False,258,Eficiente
Centro,Casa,13,4,True,261,Moderado
Centro,Casa,23,5,True,293,Moderado
Centro,Casa,18,3,False,242,Eficiente
Sur,Casa,10,2,True,212,Moderado
Centro,Casa,16,3,True,244,Eficiente
Centro,Departamento,7,3,False,150,Eficiente
Norte,Casa,20,6,True,304,Moderado
Centro,Departamento,8,2,True,160,Ineficiente
Centro,Casa,20,4,True,275,Moderado
Norte,Casa,24,3,True,336,Ineficiente
Centro,Casa,14,5,True,262,Ineficiente
Centro,Departamento,6,3,True,128,Moderado
Centro,Casa,20,4,True,267,Moderado
Centro,Departamento,4,3,True,119,Moderado
Norte,Departamento,10,6,True,196,Ineficiente
Centro,Casa,11,6,True,191,Moderado
Centro,Casa,22,3,True,300,Moderado
Centro,Casa,21,6,True,309,Ineficiente
Norte,Casa,18,5,True,260,Ineficiente
Centro,Departamento,11,2,True,188,Moderado
Sur,Departamento,10,3,False,177,Eficiente
Centro,Casa,9,5,True,219,Ineficiente
Centro,Casa,17,5,True,264,Moderado
Centro,Casa,20,5,False,271,Eficiente
Centro,Casa,23,4,True,308,Moderado
Centro,Departamento,13,3,True,208,Ineficiente
Centro,Casa,17,3,False,234,Eficiente
Centro,Casa,16,3,True,267,Moderado
Centro,Casa,19,2,False,271,Moderado
Centro,Casa,8,5,False,179,Eficiente
Centro,Casa,21,3,True,281,Moderado
Centro,Casa,8,6,False,197,Moderado
Norte,Casa,24,4,False,266,Eficiente
Norte,Casa,18,2,False,238,Eficiente
Centro,Departamento,11,4,False,138,Eficiente
Norte,Casa,11,5,False,233,Eficiente
Centro,Casa,22,6,True,312,Ineficiente
Sur,Casa,21,5,True,362,Ineficiente
Centro,Casa,8,3,True,220,Ineficiente
Centro,Casa,16,4,True,217,Moderado
Centro,Casa,14,6,False,194,Eficiente
Centro,Casa,18,4,True,271,Moderado
Sur,Casa,9,2,False,182,Eficiente
Centro,Casa,9,6,True,178,Eficiente
Norte,Casa,13,2,True,231,Moderado
Centro,Departamento,6,6,True,115,Moderado
Centro,Casa,10,3,True,189,Moderado
Centro,Casa,14,4,False,232,Eficiente
Norte,Casa,14,4,True,253,Moderado
Centro,Casa,11,5,True,256,Ineficiente
Centro,Casa,12,6,True,227,Ineficiente
Centro,Casa,24,6,True,334,Ineficiente
Centro,Departamento,5,2,True,119,Moderado
Centro,Casa,20,6,True,290,Ineficiente
Centro,Casa,23,4,True,298,Moderado
Centro,Casa,23,6,True,327,Ineficiente
Centro,Casa,9,5,True,227,Ineficiente
Norte,Casa,8,5,False,242,Moderado
Centro,Casa,15,4,True,250,Moderado
Sur,Casa,18,4,True,321,Moderado
Centro,Departamento,9,4,False,122,Eficiente
Centro,Casa,23,6,False,304,Moderado
Centro,Casa,24,6,False,298,Moderado
Centro,Casa,24,3,False,229,Eficiente
Centro,Casa,19,2,True,250,Moderado
Centro,Casa,17,6,True,232,Moderado
Norte,Casa,13,3,True,236,Moderado
Norte,Casa,15,3,False,246,Eficiente
Centro,Departamento,7,5,True,153,Ineficiente
Sur,Casa,9,6,True,270,Moderado
Centro,Casa,17,3,False,187,Eficiente
Centro,Departamento,4,5,True,157,Ineficiente
Centro,Casa,19,2,True,272,Moderado
Centro,Casa,14,5,True,222,Moderado
Norte,Casa,11,2,True,231,Moderado
Norte,Casa,14,4,True,306,Ineficiente
Centro,Casa,17,4,True,293,Moderado
Centro,Departamento,5,5,False,153,Moderado
Centro,Casa,19,4,False,248,Moderado
Centro,Casa,8,6,True,233,Ineficiente
Centro,Casa,23,5,False,312,Moderado
Norte,Casa,12,3,True,223,Moderado
Centro,Casa,11,6,True,257,Ineficiente
Centro,Casa,13,5,True,262,Ineficiente
Centro,Departamento,8,2,True,137,Moderado
Centro,Casa,14,4,False,219,Eficiente
Centro,Casa,14,4,False,245,Moderado
Centro,Casa,16,4,True,255,Ineficiente
Centro,Casa,20,5,True,307,Ineficiente
Centro,Casa,21,6,True,292,Moderado
Centro,Casa,23,2,True,274,Moderado
Centro,Casa,16,4,True,233,Moderado
Norte,Casa,22,6,False,298,Moderado
Centro,Casa,12,3,False,207,Eficiente
Centro,Casa,15,3,True,209,Moderado
Centro,Departamento,5,2,True,168,Ineficiente
Centro,Casa,16,4,False,253,Moderado
Sur,Casa,13,3,False,256,Eficiente
Centro,Casa,11,6,True,248,Ineficiente
Norte,Departamento,7,6,True,171,Moderado
Centro,Departamento,13,3,False,136,Eficiente
Centro,Casa,10,4,True,223,Ineficiente
Centro,Departamento,5,2,True,150,Ineficiente
Centro,Casa,19,4,True,268,Moderado
Centro,Casa,22,5,False,260,Eficiente
Centro,Casa,22,3,True,283,Moderado
Centro,Casa,21,5,True,306,Ineficiente
Centro,Casa,14,3,False,225,Eficiente
Centro,Departamento,10,2,False,176,Moderado
Centro,Casa,14,4,False,226,Eficiente
Centro,Casa,10,4,True,198,Moderado
Norte,Casa,10,3,True,224,Moderado
Centro,Casa,21,6,True,281,Moderado
Centro,Casa,10,5,True,242,Moderado
Centro,Casa,14,4,False,195,Eficiente
Centro,Casa,14,4,False,206,Eficiente
Centro,Departamento,9,3,True,172,Moderado
Centro,Casa,10,6,True,256,Ineficiente
Centro,Casa,22,5,True,361,Ineficiente
Norte,Casa,21,6,True,295,Moderado
Centro,Casa,11,6,True,244,Ineficiente
Centro,Casa,15,3,True,244,Ineficiente
Centro,Casa,20,6,True,290,Ineficiente
Centro,Departamento,11,5,False,156,Eficiente
Centro,Casa,22,2,True,264,Eficiente
Centro,Departamento,6,2,True,170,Ineficiente
Centro,Departamento,7,5,False,92,Eficiente
Centro,Casa,11,3,True,214,Moderado
Centro,Departamento,9,4,True,197,Ineficiente
Centro,Casa,17,3,True,263,Moderado
Norte,Departamento,12,5,False,175,Moderado
Centro,Casa,22,6,False,271,Moderado
Centro,Departamento,6,2,False,129,Eficiente
Centro,Departamento,10,6,True,178,Ineficiente
Norte,Departamento,12,3,False,178,Eficiente
Norte,Casa,15,5,False,262,Eficiente
Centro,Casa,16,2,True,265,Moderado
Centro,Casa,18,5,False,239,Eficiente
Centro,Casa,9,2,True,170,Eficiente
Centro,Casa,20,2,False,229,Eficiente
Centro,Casa,11,2,False,214,Eficiente
Centro,Casa,16,3,True,253,Moderado
Centro,Departamento,12,5,True,169,Ineficiente
Centro,Casa,10,4,True,196,Ineficiente
Centro,Departamento,5,4,False,138,Moderado
Centro,Casa,13,4,True,237,Moderado
Norte,Departamento,8,5,False,127,Eficiente
Centro,Departamento,7,6,True,141,Moderado
Centro,Casa,10,5,False,218,Moderado
Centro,Casa,14,2,True,221,Moderado
Norte,Casa,15,6,True,321,Ineficiente
Centro,Casa,8,2,False,204,Moderado
Centro,Casa,11,2,True,241,Ineficiente
Centro,Casa,14,5,True,257,Ineficiente
Centro,Casa,21,4,True,312,Ineficiente
Centro,Casa,20,6,True,293,Ineficiente
Centro,Casa,17,3,True,258,Moderado
Centro,Casa,8,4,False,151,Eficiente
Centro,Casa,11,3,False,191,Moderado
Centro,Departamento,9,5,True,147,Ineficiente
Centro,Casa,23,6,True,316,Ineficiente
Centro,Departamento,9,5,True,148,Moderado
Centro,Casa,17,3,False,216,Eficiente
Centro,Casa,23,2,True,244,Moderado
Centro,Casa,18,5,True,260,Moderado
Centro,Casa,13,6,True,231,Moderado
Centro,Casa,8,5,True,199,Moderado
Sur,Casa,19,4,False,316,Moderado
Centro,Casa,13,5,True,239,Ineficiente
Centro,Casa,20,3,True,298,Ineficiente
Sur,Casa,24,5,True,377,Ineficiente
Norte,Casa,8,6,False,234,Moderado
Centro,Casa,15,5,False,211,Eficiente
Centro,Casa,15,5,True,231,Ineficiente
Centro,Casa,18,6,True,278,Ineficiente
Centro,Casa,21,5,False,251,Eficiente
Centro,Departamento,7,6,True,159,Ineficiente
Norte,Casa,22,3,False,270,Eficiente
Centro,Casa,14,6,True,228,Moderado
Centro,Departamento,13,3,True,198,Ineficiente
Centro,Casa,17,3,False,271,Eficiente
Centro,Casa,11,6,True,226,Ineficiente
Norte,Casa,17,5,False,269,Eficiente
Centro,Casa,21,4,False,268,Eficiente
Centro,Casa,20,6,True,294,Ineficiente
Centro,Casa,22,5,False,307,Eficiente
Norte,Casa,23,3,False,290,Eficiente
Centro,Casa,9,2,True,133,Eficiente
Norte,Departamento,14,4,True,205,Moderado
Sur,Departamento,14,5,True,250,Moderado
Centro,Casa,17,4,True,261,Moderado
Centro,Casa,16,2,False,217,Eficiente
Centro,Casa,22,2,True,278,Moderado
Sur,Casa,19,2,True,309,Moderado
Centro,Casa,16,6,False,283,Ineficiente
Centro,Casa,21,4,True,285,Moderado
Centro,Departamento,13,6,True,249,Ineficiente
Sur,Casa,13,2,False,250,Eficiente
Norte,Casa,11,5,True,233,Moderado
Centro,Casa,24,2,True,320,Ineficiente
Sur,Casa,10,6,True,216,Moderado
Centro,Departamento,7,2,False,118,Eficiente
Norte,Casa,24,2,True,333,Moderado
Centro,Casa,20,6,True,305,Ineficiente
Centro,Casa,16,6,True,279,Ineficiente
Centro,Casa,8,5,False,195,Moderado
Sur,Casa,24,6,True,368,Ineficiente
Centro,Casa,23,5,False,300,Moderado
Norte,Casa,9,3,True,211,Eficiente
Sur,Casa,21,3,True,350,Moderado
Centro,Casa,24,6,False,288,Moderado
Centro,Casa,10,2,True,228,Ineficiente
Centro,Casa,9,4,True,207,Moderado
Centro,Casa,15,2,True,244,Moderado
Norte,Casa,9,6,True,255,Ineficiente
Norte,Departamento,8,5,True,216,Ineficiente
Centro,Departamento,9,2,False,133,Eficiente
Centro,Departamento,6,3,False,121,Eficiente
Centro,Casa,19,6,True,236,Moderado
Sur,Casa,16,2,False,244,Eficiente
Centro,Casa,14,2,True,202,Eficiente
Centro,Casa,19,5,True,274,Moderado
Centro,Departamento,13,5,True,187,Moderado
Centro,Casa,23,5,True,295,Moderado
Centro,Casa,12,4,True,208,Moderado
Centro,Casa,19,6,False,273,Moderado
Sur,Casa,16,6,False,246,Eficiente
Sur,Casa,14,3,False,231,Eficiente
Centro,Casa,18,3,True,266,Moderado
Centro,Casa,19,6,True,307,Ineficiente
Centro,Casa,10,2,False,161,Eficiente
Norte,Casa,24,6,True,364,Ineficiente
Centro,Casa,14,4,True,188,Moderado
Centro,Departamento,6,3,False,117,Eficiente
Centro,Departamento,10,3,True,176,Ineficiente
Centro,Casa,9,3,True,183,Moderado
Centro,Casa,20,6,True,268,Ineficiente
Centro,Casa,11,3,True,219,Moderado
Centro,Casa,8,3,False,170,Eficiente
Sur,Casa,9,6,True,241,Ineficiente
Norte,Departamento,14,2,True,207,Moderado
Centro,Casa,11,3,True,204,Moderado
Centro,Departamento,13,3,True,216,Ineficiente
Centro,Casa,24,3,True,321,Moderado
Centro,Casa,21,4,True,295,Moderado
Centro,Casa,9,6,False,230,Moderado
Centro,Departamento,12,3,True,204,Ineficiente
Sur,Casa,18,4,True,335,Moderado
Centro,Casa,20,2,True,306,Moderado
Centro,Casa,8,2,True,187,Moderado
Centro,Casa,9,4,True,183,Moderado
Centro,Casa,9,2,False,137,Eficiente
Centro,Casa,12,5,True,248,Ineficiente
Centro,Casa,11,2,False,167,Eficiente
Centro,Casa,19,5,True,349,Ineficiente
Centro,Casa,10,4,True,198,Eficiente
Centro,Casa,17,5,False,223,Moderado
Sur,Casa,17,2,True,309,Moderado
Centro,Casa,8,3,True,211,Moderado
Norte,Casa,13,5,True,296,Ineficiente
Centro,Casa,18,2,True,256,Moderado
Norte,Departamento,12,3,True,227,Ineficiente
Norte,Casa,14,4,False,234,Eficiente
Centro,Casa,11,4,True,232,Moderado
Centro,Casa,20,6,False,265,Moderado
Centro,Casa,20,4,True,323,Ineficiente
Centro,Casa,24,6,True,368,Ineficiente
Centro,Casa,8,4,True,177,Moderado
Centro,Casa,13,4,True,261,Moderado
Centro,Casa,8,4,True,182,Ineficiente
Centro,Casa,15,6,True,283,Ineficiente
Centro,Casa,24,6,False,330,Moderado
Norte,Casa,22,5,False,279,Moderado
Norte,Casa,14,2,False,203,Eficiente
Centro,Casa,23,2,True,286,Moderado
Centro,Casa,14,2,False,231,Moderado
Norte,Departamento,7,4,True,183,Ineficiente
Centro,Casa,11,2,False,182,Eficiente
Sur,Casa,19,6,True,342,Moderado
Centro,Casa,20,5,True,284,Ineficiente
Centro,Casa,11,3,False,194,Eficiente
Centro,Casa,8,5,True,216,Moderado
Centro,Casa,8,2,False,175,Eficiente
Sur,Casa,14,2,True,306,Ineficiente
Sur,Casa,16,6,True,282,Ineficiente
Centro,Casa,8,5,False,199,Moderado
Centro,Casa,23,6,True,297,Moderado
Centro,Casa,22,6,False,275,Moderado
Centro,Departamento,7,3,True,145,Moderado
Centro,Casa,9,6,True,209,Ineficiente
Centro,Casa,16,6,True,240,Ineficiente
Sur,Departamento,10,3,True,200,Moderado
Norte,Casa,20,4,False,285,Eficiente
Centro,Casa,18,4,True,268,Ineficiente
Sur,Casa,20,3,True,349,Moderado
Sur,Departamento,14,6,False,225,Moderado
Centro,Casa,15,2,True,240,Moderado
Centro,Casa,14,5,False,226,Eficiente
Centro,Casa,23,2,False,268,Eficiente
Centro,Departamento,7,2,True,153,Moderado
Sur,Casa,24,6,True,352,Moderado
Sur,Casa,22,5,True,320,Ineficiente
Centro,Casa,24,5,False,291,Moderado
Norte,Casa,18,4,True,298,Moderado
Norte,Casa,12,3,False,222,Eficiente
Sur,Departamento,4,6,True,165,Moderado
Centro,Casa,22,5,False,282,Moderado
Centro,Casa,17,6,False,262,Moderado
Centro,Casa,21,4,False,271,Eficiente
Centro,Departamento,6,2,True,122,Moderado
Norte,Casa,23,5,True,332,Ineficiente
Centro,Casa,15,4,True,284,Moderado
Sur,Departamento,14,6,True,232,Ineficiente
Sur,Departamento,13,4,True,257,Moderado
Centro,Departamento,5,4,False,70,Eficiente
Norte,Departamento,4,4,False,117,Eficiente
Centro,Casa,19,4,True,269,Moderado
